CellId,label,crop_raw,crop_seg
9b2e8771-1fd4-4d2d-8d9f-e3cd93e77dae,dead,crop_raw/85014272_raw.ome.tif,crop_seg/2018b260_segmentation.ome.tif
417c3153-4bc8-4645-81c8-70bb1936c608,dead,crop_raw/f1171e7b_raw.ome.tif,crop_seg/812305cc_segmentation.ome.tif
52821bb7-5753-4c4c-b141-0260dbb34892,dead,crop_raw/252bde21_raw.ome.tif,crop_seg/73e7c56d_segmentation.ome.tif
ddc71d87-b465-434a-9a5c-cbfa43cd8155,dead,crop_raw/9b578cb1_raw.ome.tif,crop_seg/3950b213_segmentation.ome.tif
deff7e80-a54c-4d57-a957-4039e1613498,dead,crop_raw/dd989ab1_raw.ome.tif,crop_seg/37ed6e2b_segmentation.ome.tif
a5f1e216-5d49-4d9c-b508-2741adc22bbf,dead,crop_raw/8aa70fc2_raw.ome.tif,crop_seg/95d536c9_segmentation.ome.tif
dea0c260-c9bb-4b2a-a3ea-1886de467f0c,dead,crop_raw/d302a183_raw.ome.tif,crop_seg/488f1717_segmentation.ome.tif
e378a3c3-7f7a-444d-a4a8-eab4f67bd6f6,dead,crop_raw/e19b780c_raw.ome.tif,crop_seg/06617c35_segmentation.ome.tif
1da95f95-af38-444a-bf73-0792fa57c7ce,dead,crop_raw/ccf58d14_raw.ome.tif,crop_seg/f4aded47_segmentation.ome.tif
07c1e9bf-874b-42e9-8526-2d5bf3f6e743,dead,crop_raw/9609a089_raw.ome.tif,crop_seg/dfb7ee39_segmentation.ome.tif
4ea3764a-f809-48f7-9480-06a573c2f3bd,dead,crop_raw/5ce9b15f_raw.ome.tif,crop_seg/2975ea20_segmentation.ome.tif
ac358198-de01-40fb-ab61-a6a6eed2285a,dead,crop_raw/4cb9c3d0_raw.ome.tif,crop_seg/a5a59dc8_segmentation.ome.tif
f186693e-4eae-4951-bfc4-1a8d9b54d59c,dead,crop_raw/fa6f5673_raw.ome.tif,crop_seg/ffd76f95_segmentation.ome.tif
0419e745-f8f4-4183-8f24-f0151cef4053,dead,crop_raw/f95fb951_raw.ome.tif,crop_seg/8ffa7c07_segmentation.ome.tif
afed2db8-5bcf-44dd-8490-f9f89cebebcd,dead,crop_raw/04de7846_raw.ome.tif,crop_seg/266942de_segmentation.ome.tif
c39dfc75-0da0-4f8d-8290-3dfe1a4fa008,dead,crop_raw/34f3c527_raw.ome.tif,crop_seg/57033354_segmentation.ome.tif
3276e67e-b193-475e-9894-aa6547cc8a8e,dead,crop_raw/4a16665c_raw.ome.tif,crop_seg/e78feeab_segmentation.ome.tif
baa4c243-6c76-4be9-8c02-de1a95e02ac6,dead,crop_raw/5e0a3962_raw.ome.tif,crop_seg/155a6cce_segmentation.ome.tif
eb89ce05-c9f1-4157-a9fd-58d3bf96f7c8,dead,crop_raw/c1281bf7_raw.ome.tif,crop_seg/dd4159e3_segmentation.ome.tif
4850ed7e-2e2d-43fc-9f2a-fe89d85c4561,dead,crop_raw/9ea7a277_raw.ome.tif,crop_seg/082a09d3_segmentation.ome.tif
1fcf1b07-2faf-4e85-8357-92b4d146ed86,dead,crop_raw/fe55bd75_raw.ome.tif,crop_seg/8d0b2c1f_segmentation.ome.tif
ea4cc862-7eff-40d5-99fc-fbcc1a651a2a,dead,crop_raw/c2085c1b_raw.ome.tif,crop_seg/e6c002a2_segmentation.ome.tif
6b9ccc85-1080-4709-823f-e87d24058639,dead,crop_raw/e45c2c45_raw.ome.tif,crop_seg/570611bb_segmentation.ome.tif
0b654c96-6a9e-464e-884c-06b7f62be8a4,dead,crop_raw/6b336301_raw.ome.tif,crop_seg/ee2326de_segmentation.ome.tif
879a01a1-0031-4e7d-9a5b-d0cf473ea5ce,dead,crop_raw/a28aa7d8_raw.ome.tif,crop_seg/60ac22c2_segmentation.ome.tif
14a930dc-9828-4979-b5cf-b3e8b8599482,dead,crop_raw/ef43cd56_raw.ome.tif,crop_seg/edae4f5b_segmentation.ome.tif
3031d967-3304-4288-adb8-2b846628c1c8,dead,crop_raw/0a8e20a0_raw.ome.tif,crop_seg/e8bed220_segmentation.ome.tif
cf9c2da6-247f-41e2-af7c-5ea7c8c7f4c3,dead,crop_raw/3731a2f8_raw.ome.tif,crop_seg/7b2fda4b_segmentation.ome.tif
8da0d9b0-3003-4e50-a33b-b3d04ddf063e,dead,crop_raw/ab448275_raw.ome.tif,crop_seg/f53cb4e9_segmentation.ome.tif
0e44f8a1-8994-4cf0-bde1-e31ee94e969b,dead,crop_raw/a45b5887_raw.ome.tif,crop_seg/c5ac4c44_segmentation.ome.tif
1613bde6-6a74-4a4a-bc15-41cba0925df1,dead,crop_raw/0b5ab539_raw.ome.tif,crop_seg/17d4fa44_segmentation.ome.tif
85758de5-e19a-493e-add3-ddf7692e56c3,dead,crop_raw/4bbc5f24_raw.ome.tif,crop_seg/ed05ae50_segmentation.ome.tif
5bfec034-8a37-4539-87c1-646c5094c792,dead,crop_raw/9135d9cc_raw.ome.tif,crop_seg/42a4b5d4_segmentation.ome.tif
2da62fc7-e809-4c06-b7b1-bd1b848a1ef0,dead,crop_raw/2803760a_raw.ome.tif,crop_seg/a931383a_segmentation.ome.tif
50401c58-c5fb-4638-9464-74477f63078e,dead,crop_raw/ac4daffe_raw.ome.tif,crop_seg/213d5e73_segmentation.ome.tif
891d0952-2bdc-44c5-80f2-0370b4866980,dead,crop_raw/d50e2aa6_raw.ome.tif,crop_seg/ca6c680b_segmentation.ome.tif
0d8ca106-af37-45ef-90b2-5db28e24114a,dead,crop_raw/3dd25e7d_raw.ome.tif,crop_seg/dc69b769_segmentation.ome.tif
95b8b408-efb7-4af7-88d7-d22089cb5e34,dead,crop_raw/fde5f00f_raw.ome.tif,crop_seg/81471b0f_segmentation.ome.tif
0354c7fd-f448-4276-a774-f2adc64ae655,dead,crop_raw/f163e9a5_raw.ome.tif,crop_seg/03b42cbb_segmentation.ome.tif
74df0ff8-bae6-422d-9334-b243f21f47a7,dead,crop_raw/8fb9d5fe_raw.ome.tif,crop_seg/6393e607_segmentation.ome.tif
5a4ccaae-764d-47ca-ab04-83b27abadeb0,dead,crop_raw/9309ff07_raw.ome.tif,crop_seg/c6656ba8_segmentation.ome.tif
910ef2a0-28a3-415b-9a58-3ac67c605f43,dead,crop_raw/2ebcc263_raw.ome.tif,crop_seg/110dc9b0_segmentation.ome.tif
55d5044b-65f7-4ae1-85c6-866762730026,dead,crop_raw/98775b01_raw.ome.tif,crop_seg/07a0b6fc_segmentation.ome.tif
f90df9a3-266c-4551-9cb2-6be8f9605558,dead,crop_raw/7cab9d94_raw.ome.tif,crop_seg/923aedc4_segmentation.ome.tif
1415c286-2c49-4de8-8b78-b45517e5c9ac,dead,crop_raw/2375c8e6_raw.ome.tif,crop_seg/3b5989d6_segmentation.ome.tif
adf5ea53-fffb-4b49-8550-6e2a6506aa15,dead,crop_raw/e564ec54_raw.ome.tif,crop_seg/79b47e55_segmentation.ome.tif
9f34525f-e0d8-4d3e-bceb-8b4c47f0113b,dead,crop_raw/5f071754_raw.ome.tif,crop_seg/f69cfa26_segmentation.ome.tif
10e1f76a-9593-408d-a9d5-271a6ef540d8,dead,crop_raw/57b7d2b3_raw.ome.tif,crop_seg/43274c6e_segmentation.ome.tif
96b4d4e8-94c5-4eac-864e-da570adcdb89,dead,crop_raw/1f518652_raw.ome.tif,crop_seg/84ed44ce_segmentation.ome.tif
735bebe1-b3ad-44f8-861f-5ee72ad8d3c8,dead,crop_raw/ecc1e2d3_raw.ome.tif,crop_seg/477a35b8_segmentation.ome.tif
7eb3f363-e49c-4895-8b07-66b4cbf275db,dead,crop_raw/956bd64b_raw.ome.tif,crop_seg/dc22392d_segmentation.ome.tif
3ee8f0de-0766-4539-b6bd-f9da01ba97e6,dead,crop_raw/7e28bf97_raw.ome.tif,crop_seg/fe0df410_segmentation.ome.tif
897b5a60-d464-4cbe-9be0-294241df4d3e,wrong,crop_raw/bec80578_raw.ome.tif,crop_seg/578ce09d_segmentation.ome.tif
bc2ca6f4-8771-48d5-ada4-d8c69f9b0227,wrong,crop_raw/c13e8d08_raw.ome.tif,crop_seg/680933ae_segmentation.ome.tif
8f4d5eac-52c7-4ba1-9beb-80d2a0a74d00,wrong,crop_raw/4178db82_raw.ome.tif,crop_seg/a6aa7d6a_segmentation.ome.tif
da59eb8a-a144-4f8c-8e0e-2a031b8b07bc,wrong,crop_raw/dec58bd0_raw.ome.tif,crop_seg/99678559_segmentation.ome.tif
5dc6a51e-a186-4e83-95bb-4afd11c48077,wrong,crop_raw/d9a5c82e_raw.ome.tif,crop_seg/1763605d_segmentation.ome.tif
319b077f-3475-48e2-b954-928adc908172,wrong,crop_raw/1d50764c_raw.ome.tif,crop_seg/cd82a881_segmentation.ome.tif
b64620da-5149-4ba3-b442-d41a62664187,wrong,crop_raw/e0b33863_raw.ome.tif,crop_seg/22f8a846_segmentation.ome.tif
f157d54f-60fb-4f0e-9a33-1065d444d5b6,wrong,crop_raw/4e5ec7bb_raw.ome.tif,crop_seg/70b35f79_segmentation.ome.tif
8f55a7a9-2211-409c-bea7-fd1c57ffe4d1,wrong,crop_raw/e1a3e510_raw.ome.tif,crop_seg/782d1bac_segmentation.ome.tif
832a9921-4ad4-4de6-b747-3a21c2781d43,wrong,crop_raw/711e63ed_raw.ome.tif,crop_seg/ed33aa43_segmentation.ome.tif
c5a7e7b0-3cc5-4dee-888d-52520578a005,wrong,crop_raw/2f4e44a0_raw.ome.tif,crop_seg/84667323_segmentation.ome.tif
a8dd9024-4c8c-4ae1-944e-cd777800e809,wrong,crop_raw/60c1b59d_raw.ome.tif,crop_seg/a9eed5ce_segmentation.ome.tif
8345b17f-02a5-4888-8b3a-7c7bc6393e61,wrong,crop_raw/11a35b94_raw.ome.tif,crop_seg/a7549ff5_segmentation.ome.tif
4d2f68eb-85ac-4aee-9ac6-0a27a1908b3d,wrong,crop_raw/1db35802_raw.ome.tif,crop_seg/5585fb75_segmentation.ome.tif
2baec0a6-f3d3-47a4-a2c3-f04f5d4adf0c,wrong,crop_raw/5c56c819_raw.ome.tif,crop_seg/fa353901_segmentation.ome.tif
5ad18505-d6f2-493a-aefb-14abfb299a11,wrong,crop_raw/bf7037da_raw.ome.tif,crop_seg/39184b65_segmentation.ome.tif
0030b8b1-a194-4c38-a4ec-421459e90502,wrong,crop_raw/ef74fef8_raw.ome.tif,crop_seg/dbe421a1_segmentation.ome.tif
ee988f07-ff20-47ae-bc71-169a3eae2cb6,wrong,crop_raw/6c0c5bbe_raw.ome.tif,crop_seg/0556d2ca_segmentation.ome.tif
1bc4e0c0-61d4-4a56-9f0a-181b94f60a9e,wrong,crop_raw/4e0a1770_raw.ome.tif,crop_seg/c5a78493_segmentation.ome.tif
7b5ff0f7-8e4d-4caa-86e2-4df413ebe594,wrong,crop_raw/d3d67fda_raw.ome.tif,crop_seg/5ef168d8_segmentation.ome.tif
e4d68c31-b745-466d-9ad1-553301a3e688,wrong,crop_raw/67189d64_raw.ome.tif,crop_seg/fd92deb0_segmentation.ome.tif
ace80794-93d5-4726-a12b-13541a9d8d69,wrong,crop_raw/e3f36bf0_raw.ome.tif,crop_seg/ca67f938_segmentation.ome.tif
3053f261-4f23-46d5-81a3-566793a6426d,wrong,crop_raw/d3c30a27_raw.ome.tif,crop_seg/236f54c4_segmentation.ome.tif
2bc1d817-1120-4d1c-b1c5-51bafe86c821,wrong,crop_raw/1265bd03_raw.ome.tif,crop_seg/ec792561_segmentation.ome.tif
74534347-9f48-4968-b161-f9e20173df35,wrong,crop_raw/2cd8ee1f_raw.ome.tif,crop_seg/561ac3de_segmentation.ome.tif
07e586df-992f-4ec9-a2fb-46622874ab7a,wrong,crop_raw/a8160b03_raw.ome.tif,crop_seg/64267a96_segmentation.ome.tif
9c030fcb-f907-4fa1-91ed-f025bff3bc7a,wrong,crop_raw/22150151_raw.ome.tif,crop_seg/bf269357_segmentation.ome.tif
f73a1adf-8a24-40d7-ad1f-b2325d7b72c2,wrong,crop_raw/5cad4c16_raw.ome.tif,crop_seg/282aba1c_segmentation.ome.tif
b63ef3cd-a60c-4095-ba92-407a78a78e2c,wrong,crop_raw/0772d0bf_raw.ome.tif,crop_seg/c02ea767_segmentation.ome.tif
6d750f96-1adf-42af-a8c0-f5df4f7af641,wrong,crop_raw/c3dea155_raw.ome.tif,crop_seg/0cfc1001_segmentation.ome.tif
06413ae7-7fd0-4282-b729-359cd5754f91,wrong,crop_raw/36dcad8d_raw.ome.tif,crop_seg/a2a6fde3_segmentation.ome.tif
666cb9d9-8a1f-4ac8-bd37-58a4c757baa4,wrong,crop_raw/8c102bb2_raw.ome.tif,crop_seg/91419d0a_segmentation.ome.tif
7e578fd8-410b-4d6e-a731-473fb4d452c5,wrong,crop_raw/38311aa7_raw.ome.tif,crop_seg/05876765_segmentation.ome.tif
2c2e7b68-9aea-4da7-8bb4-a56775ac6cf7,wrong,crop_raw/813bd9cf_raw.ome.tif,crop_seg/6d376bd2_segmentation.ome.tif
c6ea4a65-9f53-48e5-a758-ab815b07240e,wrong,crop_raw/b42252ef_raw.ome.tif,crop_seg/2140a45d_segmentation.ome.tif
5039ec74-e196-4a20-a06c-67c1b9d6c78c,M0,crop_raw/b2f60cb4_raw.ome.tif,crop_seg/3767ba48_segmentation.ome.tif
83901c85-11eb-4d5a-aa4a-8258347fe9b6,M0,crop_raw/181d89be_raw.ome.tif,crop_seg/17fc173f_segmentation.ome.tif
fb2c6227-b395-46f7-8302-b5b40e721031,M0,crop_raw/55c9420f_raw.ome.tif,crop_seg/ee0ad762_segmentation.ome.tif
dcce80e3-ba24-4cd2-805b-a7f120d9d9a8,M0,crop_raw/48a9f64d_raw.ome.tif,crop_seg/8d7908f3_segmentation.ome.tif
d913195e-072b-4b16-bd4b-e411808b6909,M0,crop_raw/93c32201_raw.ome.tif,crop_seg/0b1543ab_segmentation.ome.tif
d5d354fd-986e-4a59-9cbb-a545085bc5ea,M0,crop_raw/89a37efa_raw.ome.tif,crop_seg/4a83a3ec_segmentation.ome.tif
48426807-14e5-44cd-a2d2-f2c2972fc754,M0,crop_raw/5dac26f1_raw.ome.tif,crop_seg/221d36f8_segmentation.ome.tif
0d94ca3a-8b7c-4956-8dca-dde873d0e47f,M0,crop_raw/fad589c4_raw.ome.tif,crop_seg/a04bad9a_segmentation.ome.tif
5478fc90-c583-4d67-ac69-b68921dc5f9c,M0,crop_raw/883cd693_raw.ome.tif,crop_seg/642d370a_segmentation.ome.tif
a310188e-7132-47c1-9b39-46b2429010bc,M0,crop_raw/27c73c49_raw.ome.tif,crop_seg/fd1f5f84_segmentation.ome.tif
4cbf5b41-9d31-493c-b3cb-2bfa2fbe7182,M0,crop_raw/cdce5128_raw.ome.tif,crop_seg/6b03d0ea_segmentation.ome.tif
63eba2cd-fa33-47c9-a525-3b99f1112fc1,M0,crop_raw/687438ad_raw.ome.tif,crop_seg/accd1e56_segmentation.ome.tif
fdb59753-96af-4222-b6fe-2f167b4f5e5e,M0,crop_raw/67c8f01e_raw.ome.tif,crop_seg/9e182403_segmentation.ome.tif
c08ff5a1-0092-41b1-9718-dd713b7f5677,M0,crop_raw/ea6155b1_raw.ome.tif,crop_seg/6137afe6_segmentation.ome.tif
91567f83-c42e-4303-8daa-ce5acf346e64,M0,crop_raw/d412502f_raw.ome.tif,crop_seg/31f13e2c_segmentation.ome.tif
544617b7-cc45-4082-9aff-344688c1b00a,M0,crop_raw/7097e985_raw.ome.tif,crop_seg/8f4436be_segmentation.ome.tif
d64155bf-d607-4890-b838-f76a27ded384,M0,crop_raw/d7ab709a_raw.ome.tif,crop_seg/a6c817c3_segmentation.ome.tif
34d52842-f647-4261-b239-182291aba0af,M0,crop_raw/0611b085_raw.ome.tif,crop_seg/587ebf8f_segmentation.ome.tif
d9333a4e-f1bd-4da3-8f96-37a291cc38a2,M0,crop_raw/ab77f722_raw.ome.tif,crop_seg/e68c10cf_segmentation.ome.tif
4b604747-e911-4832-baa1-aedd9cea2967,M0,crop_raw/82358030_raw.ome.tif,crop_seg/319002ea_segmentation.ome.tif
a79f9a33-d81a-4f86-907c-c25c7f127e31,M0,crop_raw/14e64ebc_raw.ome.tif,crop_seg/cf181e9d_segmentation.ome.tif
8a2f1080-526a-43a1-bfea-03efc8adf8b7,M0,crop_raw/4149d91c_raw.ome.tif,crop_seg/b7fd486e_segmentation.ome.tif
38360da7-6228-4e58-b231-5b98ad0576d5,M0,crop_raw/ee37b59e_raw.ome.tif,crop_seg/219aabe3_segmentation.ome.tif
897ffe7b-0e23-4eda-bda2-519d7c834d90,M0,crop_raw/3cf33371_raw.ome.tif,crop_seg/3c150508_segmentation.ome.tif
b1549bf3-4c92-479f-8391-1ad34d2f27c4,M0,crop_raw/cee2f5a4_raw.ome.tif,crop_seg/94dc8451_segmentation.ome.tif
ccad7f68-ea52-4066-b346-8c578aa20583,M0,crop_raw/a74c298d_raw.ome.tif,crop_seg/84e542a9_segmentation.ome.tif
415d3e4b-3d3d-41fe-9b0c-aa4a7ad888ed,M0,crop_raw/7cda75a1_raw.ome.tif,crop_seg/d71b3e7d_segmentation.ome.tif
