Cell age,Nuclei count,Nucleus touches FOV border,Expert structural annotation score (annotator 1),Expert structural annotation score (annotator 2),Cell number,FOV path,probe_561_loc_score,probe_638_loc_score,Rescaled 2D single cell tiff path,Expert structural annotation score (mean),Cell aspect ratio,Fraction cell area background,Fraction cell area diffuse/other,Fraction cell area fibers,Fraction cell area disorganized puncta,Fraction cell area organized puncta,Fraction cell area organized z-disks,Max coefficient var,Peak height,Peak angle,Alpha-actinin intensity (median),Alpha-actinin intensity (integrated),HPRT1 count,COL2A1 count,H19 count,ATP2A2 count,MYH6 count,MYH7 count,BAG3 count,TCAP count,Expert structural annotation score (round-up),Expert structural annotation score (grouped),Combined organizational score,HPRT1 (count/μm^2),COL2A1 (count/μm^2),H19 (count/μm^2),ATP2A2 (count/μm^2),MYH6 (count/μm^2),MYH7 (count/μm^2),BAG3 (count/μm^2),TCAP (count/μm^2),Cell area (μm^2),Peak distance (μm),"Alpha-actinin intensity (median, normalized per day)",Combined organizational score (rounded),MYH7-MYH6 relative transcript abundance (normalized),MYH6 localization,MYH7 localization,Enrichment of MYH6 transcript localization to organized puncta,Enrichment of MYH6 transcript localization to organized z-disks,Enrichment of MYH6 transcript localization to fibers,"Enrichment of MYH6 transcript localization to fibers, organized puncta, and organized z-disks",Enrichment of MYH7 transcript localization to organized puncta,Enrichment of MYH7 transcript localization to organized z-disks,Enrichment of MYH7 transcript localization to fibers,"Enrichment of MYH7 transcript localization to fibers, organized puncta, and organized z-disks",MYH6 probe distance to alpha-actinin segmentation (mean),MYH7 probe distance to alpha-actinin segmentation (mean)
18,2,False,3,3,2,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/7cc8f677_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell2.ome.tiff,3.0,0.8350183,0.8118776577480785,0.02747550249597211,0.11848604104487467,0.0003499643432555928,0.041810834367819134,0.0,0.04978724999887084,0.7327865140854768,108.0,142.0,42771880.0,18.0,315.0,,,,,,,3,3,1.9080107511584732,0.008253876020179076,0.14444283035313382,,,,,,,2180.7935,2.16,0.2892057026476578,2,,,,,,,,,,,,,
18,1,False,3,3,3,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/df5b3c05_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell3.ome.tiff,3.0,0.6788723,0.8770734766003534,0.0049164909080544935,0.09352733283930913,0.0006840335176423642,0.0237986661346406,0.0,0.14137370870786445,0.5538785073391559,108.0,166.0,16939926.0,12.0,66.0,,,,,,,3,3,1.3953279359870716,0.01187558190351327,0.065315700469323,,,,,,,1010.4768,1.92,0.3380855397148676,1,,,,,,,,,,,,,
18,2,False,1,1,4,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/48cfed4b_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell4.ome.tiff,1.0,0.69660634,0.1630171950564213,0.2380776464266524,0.14652740462117142,0.10095378828586782,0.35142396560988715,0.0,0.1964781846004883,0.577949194710645,108.0,508.0,31547132.0,6.0,98.0,,,,,,,1,1-2,2.5202806406802125,0.013993372738670965,0.22855842139829244,,,,,,,428.77438,2.52,1.034623217922607,3,,,,,,,,,,,,,
18,3,False,2,2,6,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/09da1e51_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell6.ome.tiff,2.0,0.43693474,0.0,0.10514612452350698,0.3087000885603173,0.4337915367140272,0.15236225020214855,0.0,0.2269567485070755,0.4072469071012759,108.0,459.0,84142032.0,8.0,411.0,,,,,,,2,1-2,1.7059768835323033,0.005347845246193405,0.27474554952318614,,,,,,,1495.9296,1.56,0.9348268839103869,2,,,,,,,,,,,,,
18,3,False,2,3,7,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/e909a38e_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell7.ome.tiff,2.5,0.5353582,0.0,0.10132678858112973,0.4236681367754793,0.2383375468251185,0.19124024284475288,0.04542728497351959,0.15548989155185625,0.41690242073407896,96.0,660.0,240256912.0,22.0,798.0,,,,,,,3,3,1.9671893623618093,0.00704811582079025,0.2556543829541191,,,,,,,3121.4016,1.56,1.3441955193482689,2,,,,,,,,,,,,,
18,2,False,3,3,8,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/fc163931_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell8.ome.tiff,3.0,0.46001476,0.0,0.10030189812189344,0.16879607699236082,0.08613270173799913,0.4973396270474029,0.1474296961003436,0.20980484362693166,0.5813584650296643,96.0,323.0,99746128.0,7.0,326.0,,,,,,,3,3,2.7679212324063824,0.0040540340186735755,0.18880215572679795,,,,,,,1726.6752,1.7999999999999998,0.6578411405295316,3,,,,,,,,,,,,,
18,2,False,2,2,9,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/b9ac4551_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell9.ome.tiff,2.0,0.23056965,0.014255634945290118,0.2537019778399089,0.2792792792792793,0.2404214559386973,0.2123416519968244,0.0,0.13355223590600074,0.3828415437753228,156.0,668.0,127197904.0,24.0,288.0,,,,,,,2,1-2,2.0808890910861746,0.014382198290244268,0.1725863794829312,,,,,,,1668.7296,1.56,1.3604887983706722,2,,,,,,,,,,,,,
18,1,False,3,3,10,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/9a100834_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell10.ome.tiff,3.0,0.65217906,0.039541350805683585,0.003142737419526875,0.2642851700887585,0.050569502114205175,0.5863205211230048,0.056140718448821,0.62919537217114,0.5283245901356348,59.99999999999999,225.0,60537684.0,12.0,275.0,,,,,,,3,3,2.4442162188914986,0.007936205604865847,0.18187137844484233,,,,,,,1512.0576,1.68,0.45824847250509165,2,,,,,,,,,,,,,
18,1,False,3,3,11,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/ba941a38_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell11.ome.tiff,3.0,0.31781217,0.0,0.03542560900830592,0.7809521155025364,0.014981325603433859,0.1148336027649256,0.053807347120798266,0.4273700690914026,0.6370685749206391,108.0,349.0,54318700.0,6.0,220.0,,,,,,,3,3,2.0474413652197536,0.005806715350168162,0.21291289617283263,,,,,,,1033.2864,2.04,0.7107942973523421,2,,,,,,,,,,,,,
18,1,False,2,2,12,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/44d4fa76_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell12.ome.tiff,2.0,0.46295726,0.0,0.3330067789822946,0.3275650010011155,0.17554560796315896,0.16384685792740486,3.5754126026143416e-05,0.13539182350821405,0.4663660986924769,120.0,652.0,143454464.0,12.0,192.0,,,,,,,2,1-2,2.504195963541578,0.005959021004357236,0.09534433606971578,,,,,,,2013.7535,1.7999999999999998,1.3279022403258656,3,,,,,,,,,,,,,
18,1,False,3,3,13,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/a5aa3531_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell13.ome.tiff,3.0,0.5042905,0.0,0.2937487414055982,0.2590762636287794,0.09713471994476568,0.3322833060038549,0.017756969017001814,0.14649364877932372,0.4368637241577981,120.0,418.0,105469792.0,3.0,103.0,,,,,,,3,3,2.5207384472590326,0.0014983266687763107,0.051442548961319993,,,,,,,2002.2335,1.7999999999999998,0.8513238289205702,3,,,,,,,,,,,,,
18,1,False,2,2,14,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/4ac1b508_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell14.ome.tiff,2.0,0.43659213,0.0746576600765937,0.07226587340841965,0.3386939502282266,0.26195186750137783,0.24083913909811624,0.011591509687265944,0.3233251515819976,0.43718666745107504,108.0,367.0,200398432.0,4.0,295.0,,,,,,,2,1-2,2.158650337893966,0.0009813665961652903,0.07237578646719016,,,,,,,4075.9487,1.68,0.7474541751527495,2,,,,,,,,,,,,,
18,1,False,2,3,15,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/7b1df050_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell15.ome.tiff,2.5,0.5573102,0.019596607838643136,0.09962836842277592,0.4320585442519891,0.2734193379391637,0.17529714154742804,0.0,0.3939152626002758,0.40654595671923294,108.0,619.0,275026048.0,13.0,203.0,,,,,,,3,3,2.05947414123583,0.003694941954167258,0.057697939745842565,,,,,,,3518.3232,1.56,1.260692464358452,2,,,,,,,,,,,,,
18,1,False,1,2,16,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/cabacb68_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell16.ome.tiff,1.5,0.34573072,0.1662838523583142,0.11374926553068747,0.3762552748250628,0.15031248330751562,0.19339912397842,0.0,0.23933575309907704,0.6305647721071314,120.0,425.0,126659680.0,8.0,188.0,,,,,,,2,1-2,2.322225959248847,0.0037094409724076943,0.08717186285158082,,,,,,,2156.6592,2.52,0.8655804480651731,2,,,,,,,,,,,,,
18,1,False,2,2,17,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/6122137f_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell17.ome.tiff,2.0,0.55274296,0.03992067046254239,0.3975033587102553,0.18796782035698287,0.14485637515194166,0.21866803147591324,0.011083743842364529,0.10220410158408327,0.3903762957096768,120.0,570.0,137327824.0,7.0,161.0,,,,,,,2,1-2,2.5815698270393677,0.003887396128775439,0.0894101109618351,,,,,,,1800.6912,1.56,1.1608961303462322,3,,,,,,,,,,,,,
18,1,False,1,2,18,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 10,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/5d094d63_9a39c522_5500000013_63X_20190807_S1_P10_B2_annotations_corrected_rescaled_cell18.ome.tiff,1.5,0.9058538,0.16886725122349105,0.10197033034257748,0.16105475122349105,0.3000739192495921,0.267957279771615,7.646818923327895e-05,0.37401879645405706,0.3283907253619993,96.0,341.0,51255604.0,8.0,222.0,,,,,,,2,1-2,1.7281997392794075,0.007080387891970274,0.1964807640021751,,,,,,,1129.8816,1.56,0.6945010183299389,2,,,,,,,,,,,,,
18,1,False,2,2,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 11,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/f57a631c_6cd724cc_5500000013_63X_20190807_S1_P11_B2_annotations_corrected_rescaled_cell1.ome.tiff,2.0,0.39790887,0.0,0.2612253462022661,0.1813496642887117,0.13115033571128829,0.3863368128409568,0.03993784095677717,0.20723417312816106,0.3390159526580074,12.0,385.0,102866608.0,13.0,133.0,,,,,,,2,1-2,2.4415674798145663,0.005919388492563063,0.06055989765468364,,,,,,,2196.1729,1.68,0.7841140529531568,2,,,,,,,,,,,,,
18,2,False,3,3,2,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 11,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/f61e981a_6cd724cc_5500000013_63X_20190807_S1_P11_B2_annotations_corrected_rescaled_cell2.ome.tiff,3.0,0.5854901,0.0,0.4389338279108569,0.3391394053152187,0.00625297938267191,0.09431980693600286,0.12135398045524967,0.3675042299270072,0.3700734681939059,59.99999999999999,520.0,241774688.0,14.0,536.0,,,,,,,3,3,3.4403591299208487,0.003620777552668865,0.138624054873608,,,,,,,3866.5728,1.92,1.0590631364562118,3,,,,,,,,,,,,,
18,1,False,3,4,3,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 11,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/d6a2943c_6cd724cc_5500000013_63X_20190807_S1_P11_B2_annotations_corrected_rescaled_cell3.ome.tiff,3.5,0.33033055,0.0,0.4962247646232821,0.12669482746713934,0.026812228079464102,0.19571372666375084,0.15455445316636354,0.3383927204353792,0.4414947061333538,83.99999999999999,510.0,163875680.0,8.0,193.0,,,,,,,4,4-5,3.7764878238126958,0.003197184431502242,0.07713207440999159,,,,,,,2502.2017,1.7999999999999998,1.0386965376782078,4,,,,,,,,,,,,,
18,1,False,2,2,4,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 11,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/697120ac_6cd724cc_5500000013_63X_20190807_S1_P11_B2_annotations_corrected_rescaled_cell4.ome.tiff,2.0,0.41420698,0.0,0.26151469571933816,0.5333346884019675,0.08268628806049026,0.1173015163218017,0.005162811496402293,0.2691889196104445,0.4529881101332675,83.99999999999999,573.0,86629312.0,11.0,131.0,,,,,,,2,1-2,2.2112935126967566,0.007763414050254979,0.0924552036894002,,,,,,,1416.9023,1.7999999999999998,1.1670061099796334,2,,,,,,,,,,,,,
18,1,False,4,3,5,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 11,,,/allen/aics/gene-editing/FISH/2019/chaos/data/cp_20191122/quilt_data_contrasted/rescaled_2D_single_cell_tiff_path/cecb150d_6cd724cc_5500000013_63X_20190807_S1_P11_B2_annotations_corrected_rescaled_cell5.ome.tiff,3.5,0.5133787,0.0,0.08658600539406652,0.05014796224153431,0.05557012286484866,0.6727225052442314,0.13497340425531915,0.4625338589216216,0.4224988704274655,83.99999999999999,313.0,58651672.0,5.0,141.0,,,,,,,4,4-5,2.755359682074185,0.0032516315386408286,0.09169600938967136,,,,,,,1537.6896,1.7999999999999998,0.6374745417515275,3,,,,,,,,,,,,,
